2438,248 ST. MARKS AVENUE                     ,Brooklyn,NY,11238,
2439,146 76TH STREET                          ,Brooklyn,NY,11209,
2440,1102 EAST 26TH STREET                    ,Brooklyn,NY,11210,
2441,643 DE GRAW STREET                       ,Brooklyn,NY,11217,
2442,105A BERGEN STREET                       ,Brooklyn,NY,11201,
2443,262 13TH STREET                          ,Brooklyn,NY,11215,
2444,345 WARREN STREET                        ,Brooklyn,NY,11201,
2445,318 MADISON STREET                       ,Brooklyn,NY,11216,
2446,74 WELLINGTON COURT                      ,Brooklyn,NY,11230,
2447,140 RUTLAND ROAD                         ,Brooklyn,NY,11225,
2448,172 MONITOR STREET                       ,Brooklyn,NY,11222,
2449,8721-8729 19TH   AVENUE                  ,Brooklyn,NY,11214,
2450,1388 OCEAN PARKWAY                       ,Brooklyn,NY,11230,
2451,181 MADISON STREET                       ,Brooklyn,NY,11216,
2452,415 16TH STREET                          ,Brooklyn,NY,11215,
2453,576 WASHINGTON AVENUE                    ,Brooklyn,NY,11238,
2454,314 CLIFTON PLACE                        ,Brooklyn,NY,11216,
2455,233 KEAP STREET                          ,Brooklyn,NY,11211,
2456,1958 EAST 1ST   STREET                   ,Brooklyn,NY,11223,
2457,369 11TH STREET                          ,Brooklyn,NY,11215,
2458,49 IRVING PLACE                          ,Brooklyn,NY,11238,
2459,266 BERRY STREET                         ,Brooklyn,NY,11249,
2460,231 MAC DONOUGH STREET                   ,Brooklyn,NY,11233,
2461,267 DOVER STREET                         ,Brooklyn,NY,11235,
2462,459 FRANKLIN AVE                         ,Brooklyn,NY,11238,
2463,633 CARROLL STREET                       ,Brooklyn,NY,11215,
2464,501 16TH STREET                          ,Brooklyn,NY,11215,
2465,336 GATES AVENUE                         ,Brooklyn,NY,11216,
2466,465 EAST 17TH STREET                     ,Brooklyn,NY,11226,
2467,413 8TH STREET                           ,Brooklyn,NY,11215,
2468,362 CLERMONT AVENUE                      ,Brooklyn,NY,11238,
2469,1421 EAST 7TH   STREET                   ,Brooklyn,NY,11230,
2470,857 PARK PLACE                           ,Brooklyn,NY,11216,
2471,6308 18TH   AVENUE                       ,Brooklyn,NY,11204,
2472,221 COLERIDGE STREET                     ,Brooklyn,NY,11235,
2473,332 10TH STREET                          ,Brooklyn,NY,11215,
2474,162 HERKIMER STREET                      ,Brooklyn,NY,11216,
2475,321 SEVENTH STREET                       ,Brooklyn,NY,11215,
2476,228 MANHATTAN AVENUE                     ,Brooklyn,NY,11206,
2477,20 WEBSTER PLACE                         ,Brooklyn,NY,11215,
2478,196 UNION STREET                         ,Brooklyn,NY,11231,
2479,1218 57TH   STREET                       ,Brooklyn,NY,11219,
2480,1874 EAST 9TH   STREET                   ,Brooklyn,NY,11223,
2481,374A 8 STREET                            ,Brooklyn,NY,11215,
2482,243 GRAND STREET                         ,Brooklyn,NY,11211,
2483,360A 9 STREET                            ,Brooklyn,NY,11215,
2484,168 ST JAMES PLACE                       ,Brooklyn,NY,11238,
2485,494 7 STREET                             ,Brooklyn,NY,11215,
2486,170 FROST STREET                         ,Brooklyn,NY,11211,
2487,284 LAFAYETTE AVENUE                     ,Brooklyn,NY,11238,
2488,29 GREENPOINT AVENUE                     ,Brooklyn,NY,11222,
2489,2053 86TH   STREET                       ,Brooklyn,NY,11214,
2490,1284 EAST 19TH   STREET                  ,Brooklyn,NY,11230,
2491,68 RUTLAND ROAD                          ,Brooklyn,NY,11225,
2492,112 NEVINS STREET                        ,Brooklyn,NY,11217,
2493,1662 EAST 28TH   STREET                  ,Brooklyn,NY,11229,
2494,459 14TH   STREET                        ,Brooklyn,NY,11215,
2495,441 14TH STREET                          ,Brooklyn,NY,11215,
2496,1081 DEAN STREET                         ,Brooklyn,NY,11216,
2497,477 EAST 16TH   STREET                   ,Brooklyn,NY,11226,
2498,585 10TH   STREET                        ,Brooklyn,NY,11215,
2499,233 BERGEN STREET                        ,Brooklyn,NY,11217,
2500,1305 ALBEMARLE ROAD                      ,Brooklyn,NY,11226,
2501,2122 EAST 3RD   STREET                   ,Brooklyn,NY,11223,
2502,344 22ND   STREET                        ,Brooklyn,NY,11215,
2503,364 DOUGLASS ST                          ,Brooklyn,NY,11217,
2504,482 WAVERLY AVENUE                       ,Brooklyn,NY,11238,
2505,2061 OCEAN PARKWAY                       ,Brooklyn,NY,11223,
2506,1938 OCEAN PARKWAY                       ,Brooklyn,NY,11223,
2507,425 PACIFIC STREET                       ,Brooklyn,NY,11217,
2508,407 STERLING PLACE                       ,Brooklyn,NY,11238,
2509,313 12TH   STREET                        ,Brooklyn,NY,11215,
2510,691 PRESIDENT STREET                     ,Brooklyn,NY,11215,
2511,121 SO ELLIOTT PLACE                     ,Brooklyn,NY,11217,
2512,8009 HARBOR VIEW TERRACE                 ,Brooklyn,NY,11209,
2513,7A 2 PLACE                               ,Brooklyn,NY,11231,
2514,1323 OCEAN PARKWAY                       ,Brooklyn,NY,11230,
2515,259 BERRY STREET                         ,Brooklyn,NY,11249,
2516,538 6 AVENUE                             ,Brooklyn,NY,11215,
2517,2102 OCEAN PARKWAY                       ,Brooklyn,NY,11223,
2518,1037 EAST 7TH STREET                     ,Brooklyn,NY,11230,
2519,186 SACKETT STREET                       ,Brooklyn,NY,11231,
2520,43 WILLOW PLACE                          ,Brooklyn,NY,11201,
2521,303 VANDERBILT AVENUE                    ,Brooklyn,NY,11205,
2522,580 WASHINGTON AVENUE                    ,Brooklyn,NY,11238,
2523,319 SACKETT STREET                       ,Brooklyn,NY,11231,
2524,1074 82ND   STREET                       ,Brooklyn,NY,11228,
2525,425 10TH   STREET                        ,Brooklyn,NY,11215,
2526,168 GARFIELD PLACE                       ,Brooklyn,NY,11215,
2527,464 AVENUE S                             ,Brooklyn,NY,11223,
2528,104 BUTLER STREET                        ,Brooklyn,NY,11231,
2529,42 BUTLER STREET                         ,Brooklyn,NY,11231,
2530,52 2 PLACE                               ,Brooklyn,NY,11231,
2531,353 CLINTON STREET                       ,Brooklyn,NY,11231,
2532,34 EIGHTH AVENUE                         ,Brooklyn,NY,11217,
2533,1 VERONA PLACE                           ,Brooklyn,NY,11216,
2534,230 BALTIC STREET                        ,Brooklyn,NY,11201,
2535,60 92ND   STREET                         ,Brooklyn,NY,11209,
2536,119 ST JOHNS PLACE                       ,Brooklyn,NY,11217,
2537,379 OCEAN PARKWAY                        ,Brooklyn,NY,11218,
2538,377 6 AVENUE                             ,Brooklyn,NY,11215,
2539,431 4TH STREET                           ,Brooklyn,NY,11215,
2540,1669 50TH   STREET                       ,Brooklyn,NY,11204,
2541,417 GRAND AVE                            ,Brooklyn,NY,11238,
2542,451A DEGRAW STREET                       ,Brooklyn,NY,11217,
2543,1630 53RD STREET                         ,Brooklyn,NY,11204,
2544,451 DE GRAW STREET                       ,Brooklyn,NY,11217,
2545,145 BERKELEY PLACE                       ,Brooklyn,NY,11217,
2546,989 EAST 9TH STREET                      ,Brooklyn,NY,11230,
2547,568 4TH STREET                           ,Brooklyn,NY,11215,
2548,518 2ND STREET                           ,Brooklyn,NY,11215,
2549,546 FOURTH STREET                        ,Brooklyn,NY,11215,
2550,411 PACIFIC STREET                       ,Brooklyn,NY,11217,
2551,185 WAVERLY AVENUE                       ,Brooklyn,NY,11205,
2552,602 6 STREET                             ,Brooklyn,NY,11215,
2553,593 5 STREET                             ,Brooklyn,NY,11215,
2554,146 ST JOHNS PLACE                       ,Brooklyn,NY,11217,
2555,356 PRESIDENT STREET                     ,Brooklyn,NY,11231,
2556,141 COURT STREET                         ,Brooklyn,NY,11201,
2557,610 MYRTLE AVENUE                        ,Brooklyn,NY,11205,
2558,6602 BAY PARKWAY                         ,Brooklyn,NY,11204,
2559,10 THIRD PLACE                           ,Brooklyn,NY,11231,
2560,882 CARROLL STREET                       ,Brooklyn,NY,11215,
2561,140 ST JOHNS PLACE                       ,Brooklyn,NY,11217,
2562,265 NORTH 6 ST                           ,Brooklyn,NY,11211,
2563,1444 EAST 8TH   STREET                   ,Brooklyn,NY,11230,
2564,114 WESTMINSTER ROAD                     ,Brooklyn,NY,11218,
2565,848 CARROLL STREET                       ,Brooklyn,NY,11215,
2566,79 BOND STREET                           ,Brooklyn,NY,11217,
2567,373 BERGEN STREET                        ,Brooklyn,NY,11217,
2568,296 ST. NICHOLAS AVENUE                  ,Brooklyn,NY,11237,
2569,6 WILLOW PLACE                           ,Brooklyn,NY,11201,
2570,118 LAFAYETTE AVENUE                     ,Brooklyn,NY,11217,
2571,77 BOND STREET                           ,Brooklyn,NY,11217,
2572,1357 DEKALB AVENUE                       ,Brooklyn,NY,11221,
2573,75 BOND STREET                           ,Brooklyn,NY,11217,
2574,75A BOND STREET                          ,Brooklyn,NY,11217,
2575,131 LINCOLN PLACE                        ,Brooklyn,NY,11217,
2576,85 WYCKOFF ST                            ,Brooklyn,NY,11201,
2577,2034 EAST 5 STREET                       ,Brooklyn,NY,11223,
2578,73 BOND STREET                           ,Brooklyn,NY,11217,
2579,65 PINEAPPLE STREET                      ,Brooklyn,NY,11201,
2580,2012 EAST 3RD   STREET                   ,Brooklyn,NY,11223,
2581,161 HICKS STREET                         ,Brooklyn,NY,11201,
2582,52 SOUTH OXFORD STREET                   ,Brooklyn,NY,11217,
2583,1737 EAST 23RD   STREET                  ,Brooklyn,NY,11229,
2584,90 WYCKOFF STREET                        ,Brooklyn,NY,11201,
2585,536 4TH STREET                           ,Brooklyn,NY,11215,
2586,295 HENRY STREET                         ,Brooklyn,NY,11201,
2587,44 MONROE PLACE                          ,Brooklyn,NY,11201,
2588,27 MONROE PLACE                          ,Brooklyn,NY,11201,
,,,,,
,,,,,
,,,,,
